"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"45.5","Rashard Higgins","CLV","0","3.7","3.4","8.3","10.4","0","0.3","3.7","0","0","2.2","","","0","3.9","8.3","1.3",""
"70.2","Jauan Jennings","SF","0","8.7","0","1.9","","","0","0","0","0.8","0.9","9.4","1.3","6.1","10.3","2.9","3.5","24.4"
"234","Stefon Diggs","BUF","11.4","14","9.2","14.9","7.9","19.4","","12.5","11.5","26.2","16.3","16.9","7.1","10.9","11.5","18","7.7","18.6"
"0","Simi Fehoko","DAL","","","0","","","","","","","","","","0","","","","",""
"202.9","Tyler Lockett","SEA","24","27.8","5.1","4.4","8.2","4.5","2.2","20.2","","3.3","13.5","11.1","16.3","22.7","","4.5","10.6","24.5"
"34.1","Isaiah Ford","MIA","","","","","0.8","0","7.5","0","0","10.4","0","1.6","6.7","","6.6","0","0.5","0"
"94.7","Donovan Peoples-Jones","CLV","0.9","1.9","4.9","0","9.5","24.1","","","15.6","2.1","","2","","11.5","6.8","1","9.1","5.3"
"4.6","J.J. Arcega-Whiteside","PHI","0","0","0","0","0","0","0","0","","0","2.8","1.8","0","","0","0","0","0"
"3.9","Seth Williams","DEN","","","","","","","","","","","","","","","","","3.9","0"
"74","Michael Gallup","DAL","5.6","","","","","","","","","5.7","6.9","13.1","12.1","8.5","4.7","6.3","11.1",""
"111","Jarvis Landry","CLV","16.9","1.4","","","","","6.2","9.5","2.6","4.6","12.2","14.1","","12.6","","7.5","6.9","16.5"
"90.6","Nick Westbrook-Ikhine","TEN","1.5","1.1","13.3","4.4","","4.2","0","8.6","1.9","1.5","14.2","9.5","","4.6","5.2","4.8","0","15.8"
"11.4","Auden Tate","CIN","0","0","1.9","2.3","0","7.2","0","","","","","","","","","","",""
"65.9","Laquon Treadwell","JAX","","0","","","","0","","","0","2.3","1.6","7.3","8.2","8.8","8.7","7.4","11.7","9.9"
"5.8","Cody White","PIT","","","2.7","0","0","","","","0","0","","","0","","","3.1","","0"
"40","Brandon Zylstra","CAR","0","11.9","0","7.3","0","4.7","","","","2.8","1.2","2.9","","6.5","2.7","","0","0"
"0","Travis Fulgham","DEN","","","","","","","","","","","","","","","","","0",""
"58.9","Sammy Watkins","BLT","11.6","6.4","8.8","6.9","4.5","","","","","1.2","6.3","1.3","11.9","0","","0","0","0"
"4.5","K.J. Hill","LAC","4.5","","","0","0","0","","","","","","","","","","","",""
"26.1","Ihmir Smith-Marsette","MIN","0","","","","","","","1.1","","","","","","0","7.2","","0","17.8"
"41.3","Cam Sims","WAS","2.2","0","2.7","0","","","","2.5","","2","8.9","0","0","14.4","1.8","0","6.8","0"
"3.3","Dazz Newsome","CHI","","","","","","","","","","","","","","","0","1.5","","1.8"
"64.9","Keelan Cole","NYJ","","0","4","10.7","4.8","","1.1","4","9.1","2.3","0","3.4","","3.2","1.4","3.5","4.5","12.9"
"13.4","Dez Fitzpatrick","TEN","","","","","","","","","","0.5","11","1.9","","","","","0",""
"112","Robbie Anderson","CAR","12.2","5.3","1.3","7.4","4","8.6","2.9","0","0.7","11.7","5.5","2","","17.9","7.7","8.3","2","14.5"
"153.6","DeVonta Smith","PHI","16.1","2.6","4.3","15.7","11.2","4.1","8.6","2","20.1","20.6","8.1","3.2","2.5","","5.5","16.5","6.9","5.6"
"31","Kendall Hinton","DEN","","2","0","1.8","9.5","6.2","2.5","0","4.5","0","","0","1.2","0","0","0","3.3","0"
"1","Easop Winston Jr.","NO","","","","","","","","","","","","","","1","0","0","",""
"54","Tyler Johnson","TB","0","1","7.8","0","5.7","0","2.6","9","","3.2","1.3","1.4","1","3.2","6.1","0","7","4.7"
"168","Christian Kirk","ARZ","21.5","8","13.9","1","7.5","16","13","6.6","12.1","8.8","3.5","","0.9","10.1","19.9","9","10.9","5.3"
"0","Darius Slay","PHI","","","","","","","","","","","","","","","0","","0",""
"84.1","Rondale Moore","ARZ","8.8","20.9","1.4","5.2","12.2","4.1","2.7","4","5","2.1","10.6","","1.5","3.1","2.5","","",""
"1.9","Frank Darby","ATL","","","","","","","","","","1.9","0","","","","0","","0",""
"38.9","Malik Turner","DAL","","","","0","0","0","","","17.8","1.2","1.6","0","1.5","0","1.1","15.7","","0"
